"StrId","Materials","Openings","Condition","BatInhabitation","Lat","Lon","BuildingNum","BatSuit"
"MUMW","Log and wood board walls with tar paper roof.","There are some small gaps between the eve and porch ceiling boards.  There is also a larger opening in the eves and in one wall.  There is a small opening around the door to the adjoined storage area.  There is a gap between two boards that appears to lead to the interior of the structure.","The building is in relatively good condition.  It is a historic structure.","There was no evidence of bat inhabitation.",43.650231,-110.728953,977,1
"MUOS","Log walls with quarter rounds and chinking.  Corrugated tin roof.","There are multiple openings in the eves, including cracks between boards.  There are also gaps between the wall and eves in multiple places, some of which are sealed with various materials.  There are some gaps between quarter rounds and logs, some of which are sealed with screen and other materials.  Trim below roof peaks overlap with logs, creating a vertical gap.  There is an opening above a beam exiting the wall that is sealed with steel wool.","The building is a historic structure, and is used as a recreational and office area.  It is in fair condition.","Below an opening in the eves was some guano.  There was also some guano below the gap between a trim board and logs.",43.650115,-110.727313,972,1
"MUPO","Log walls with quarter rounds and chinking.  Standing seam roof.","There are small gaps between eve and porch ceiling boards.  There are also some gaps around where beams exit the wall that are partially sealed with chinking.  There are gaps between quarter rounds and logs.  There are cracks in logs from drying.","The building is in relatively good condition, and is a historic structure.","There were small amounts of guano below the porch roof, as well as in multiple places below the eves.",43.650894,-110.72948,982,1
"MURN","Log walls with quarter rounds and chinking, as well as wood board walls.  Tar paper roof.","There are small gaps between porch ceiling and eve boards.  There are also cracks in logs from drying.  There are some gaps between structural boards and the eves.  There are multiple small holes in wood board walls.  There are some small gaps between quarter rounds and logs.","The building is used for housing, and is in relatively good condition.  It is a historic structure.","There was no evidence of bat inhabitation.",43.650208,-110.728778,976,1
"MUWL","Log walls with quarter rounds and chinking.  Standing seam roof.","There are small gaps between the eve and porch ceiling boards.  There are also some gaps between logs and quarter rounds.","The building is a historic structure, and is used for housing.  It is in relatively good condition.","There were two pieces of guano beneath the porch roof.",43.650085,-110.729218,985,1
"MUWS","Log walls with shingled roof.","The east side door was open.  The walls are unchinked.","The building is used for storage, and is in need of renovations.","There was guano on a container lid within the structure.",43.649814,-110.727956,974,1
"S101","Chinked log walls as well as wood board walls with standing seam roof.","There is a small gap between the walls of two structures, creating a well sheltered area.  Some of the plywood in the roof has come unglued, creating openings in the roofing material.  There are gaps between eve boards.  ","The building is in good condition.","There are fair amounts of guano beneath the porch roof, eves, and bat box.",43.844411,-110.610201,6,1
"S104","Chinked log walls as well as wood board walls with standing seam roof.","There is a small gap between the exterior wall and the porch roof.  There are gaps between eve boards.  Some logs are cracked from drying.  There is a small opening between the wall and chimney.  There is a small gap between two cabins, creating a sheltered area.","The building is in good condition.","There is a large amount of guano beneath the opening between the chimney and wall.  There are also small amounts of guano in various places beneath the eves and porch ceiling.",43.844649,-110.609839,7,1
"S106","Chinked log walls with a standing seam roof.","There are some gaps between eve and porch roof boards.  Some logs are cracked from drying.  There is a small gap between each room, creating a sheltered area.  The standing seam has been lifted in some spots.  ","The building is in good condition.","There was a small amount of guano beneath a porch roof.  There was some guano and urine in two spots below the eves.  There was some guano next to the chimney.",43.844853,-110.610093,8,1
"S109","Chinked log walls as well as wood board walls with standing seam roof.","There are small gaps between porch ceiling and eve boards.  Where board and log walls meet, there are some small gaps, and some of those gaps are filled with spray foam.  There is an uncovered opening in the east side of the structure.  There is a small gap between two cabins, creating a sheltered area.  There is a gap between the chimney and wall.","The building is in good condition.","There are small amounts of guano beneth the eves in a couple places.",43.844877,-110.6097,9,1
"S111","Chinked log walls with a standing seam roof.","There are some gaps between eve and porch roof boards.  Some logs are cracked from drying.  There is a small gap where a roof line meets a wall.  The standing seam has been lifted in some spots.  There is a gap between rooms.","The building is in good condition.","There was a small amount of guano beneath porch roofs.  There was also some guano below the eves in multiple spots.",43.845195,-110.609997,10,1
"S115","Wood board walls with standing seam roof.","There is a small gap between the exterior wall and porch roof.  The standing seam has pulled up in one spot, creating an opening below the standing seam.  ","The building is in good condition.","There are fair amounst of guano below the gap between the porch roof and wall in a couple places.",43.844966,-110.609421,11,1
"S119","Wood board walls with a standing seam roof.","There is a gap between the exterior walls and the porch roofs.  Some boards overlap in spots, creating small vertical gaps.  There is an opening in the corner of a storage closet door.  ","The building is in good condition.","There was a small amount of guano below the gap between the south porch roof and exterior wall.  There was one spot below the eves with one piece of guano on the wall.",43.845267,-110.609603,12,1
"S123","Wood board walls with standing seam roof.","There is a small gap between the exterior wall and porch roof.","The building is in good condition.","There is a fair amount of guano below the gap between the porch roof and wall.",43.845042,-110.609093,13,1
"S131","Chinked log walls as well as wood board walls with standing seam roof.","There are small gaps between eve boards.  Some logs are cracked from drying.  The plywood in the roof has come unglued in some spots, creating openings in the roofing material.  ","The building is in good condition.","There is a small amount of guano on a wall in one spot beneath the eves.",43.845292,-110.608847,15,1
"S139","Chinked log walls with a standing seam roof.","There are gaps between eve and porch ceiling boards.  There are gaps between rooms that created sheltered areas.  There is a gap between a wall and the eves in one spot.  Some openings around the structure were patched with metal.","The building is in good condition.","There was some guano beneath porch roofs and eves.",43.845525,-110.609658,18,1
"S145","Chinked log walls with a standing seam roof.","There are gaps between eve and porch ceiling boards.  There are gaps between rooms that created sheltered areas.  Some logs are cracked from drying.","The building is in good condition.","There were relatively small amounts of guano beneath porch roofs and eves in multiple places.",43.845427,-110.609949,20,1
"S163","Wood board walls with standing seam roof.","There is a small gap between the lower level porch ceiling roof and the beam the goes across the front of the deck.","The building is in good condition.","There was no evidence of bat inhabitation.",43.845087,-110.610562,25,1
"S167","Wood board walls with standing seam roof.","There is a small gap between the lower level porch ceiling roof and the beam the goes across the front of the deck.","The building is in good condition.","There was one piece of guano below the eves.",43.844887,-110.610689,26,1
"S171","Wood board walls with standing seam roof.","There is a small gap between the lower level porch ceiling roof and the beam the goes across the front of the deck.","The building is in good condition.","There was no evidence of bat inhabitation.",43.844678,-110.610821,27,1
"S175","Wood board walls with standing seam roof.","There is a small gap between the lower level porch ceiling roof and the beam the goes across the front of the deck.","The building is in good condition.","There was no a small amount of guano in one spot beneath the eves.",43.844453,-110.61085,28,1
"S179","Chinked log walls as well as wood board walls with a standing seam roof.","There are some gaps between eve and porch ceiling boards.  The porch ceiling has netting below it.  Some logs are cracked from drying.  Some holes are patched with metal or wood.  There is one opening in the eves that is not patched.","The building is in good condition.","There were small amounts of guano in multiple places below the eves, and in one place below the porch ceiling.",43.844695,-110.610408,29,1
"SED1","Stucco walls as well as wood board walls with standing seam roof.","One of the eve boards has pulled away from the building, leaving a large opening.  Some trim boards around the eves are not completely flush, leaving superficial cracks.","The building is in good condition.","There was some guano on various walls around the structure in small quantities.",43.840627,-110.612358,31,1
"SED5","Wood board walls with standing seam roof.","The roof peaks have openings that are filled with foam, and a post below the roof peak on the south side of the structure is cracked.  Multiple eve boards have pulled away from the structure, creating large openings.","The building is in relatively good condition.","There was some guano on various walls around the structure in small quantities, and large quantities on the north and south ends below the roof peaks.",43.840256,-110.612655,35,1
"SMLR","Wood board walls with standing seam roof.","There are some spots where the foam strip beneath the standing seam has come out.  There is on spot on the southwest side of the structure where there is a small opening in the roof.  There are some spots where holes in the wall and roof are filled with spray foam.  There were various structure around the structure that were not filled.  In one spot on the west side of the structure the siding has bubbled away from the structure, creating a large vertical gap.  ","The building is in fair condition.","There is gauno on wall all around the structure.  There is also a large amount of guano beneath the gap in the roof on the southwest side of the structure.  There was a substantial amount of guano below the crack where the siding bubbles out on the west side of the structure.  There was some guano beneath the sign on the east side of the structure, as well as bats vocalizing behind the sign.",43.843352,-110.611394,1,1
"SMRE","Wood board walls with standing seam roof.","Some flashing above the eves has pulled away from the structure.","The building is in good condition.","There were small amount of guano in various places below the eves around the building.",43.844144,-110.610843,5,1
"TDBU","Log walls with chinking, and standing seam roof.","There is an opening above the doors on the west side of the structure.  There are also cracks in the chinking.  There are some gaps between eve boards.  There are also cracks in logs from drying, and gaps between logs.  ","The building is used for storage, and is in fair condition.","There was no evidence of bat inhabitation.",43.66944,-110.59702,783,1
"TDCD","Log walls with chinking and standing seam roof.","There is some chinking missing between logs.  There is also a crack between rooms of the structure, as well as some gaps between eve boards.  ","The building is used as housing, and is in good condition.","There was no evidence of bat inhabitation.",43.669781,-110.596703,786,1
"TDHL","Log walls with chinking and quarter rounds.  Shingled roof.","There are some small gaps between logs.  There are also cracks in logs from drying.","The building is used as a dining hall, and is in good condition.","There was some guano on the west side porch.",43.669823,-110.597198,802,1
"TDRH","Log walls with chinking and shingled roof.","Some openings around the structure are filled with spray foam.  There are screens above the eves for ventilation.  There are also gaps where beams exit the wall.  There are small gaps between eve boards, some of which have foam in them.  There is an overhang above a second story window that creates a sheltered area.","The building is an office area, and is in good condition.","There is a day roost with a large amount of guano below the second story overhang.  There is also some guano on the west side porch.",43.670233,-110.596985,785,1
"TDRV","Log walls with chinking and wood board walls.  Standing seam roof.","Wall boards overlap, creating vertical gaps.  ","The building is a recreation hall, and is in good condition.","There was guano beneath the vertical gaps between boards on the east side of the structure.  There were also bats vocalizing within these gaps.",43.670273,-110.596327,NA,1
"TDS1","Wood board walls with shingled roof.","There is a gap around the door.","the building is used for storage, and is in good condition.","There was no evidence of bat inhabitation.",43.669489,-110.59693,NA,1
"TDWS","Wood board walls with standing seam roof.","There is a gap around the door.","The building is in good condition.","There was no evidence of bat inhabitation.",43.670255,-110.596488,NA,1
"TX1D","Log walls with chinking and quarter rounds.  Standing seam roof.","There are some small openings between logs and eve boards.  There is a gap between the flashing and the eves.  There is a hole through which a pipe enters that is unsealed.  There are some small holes between the eves and the wall.  Some openings around the roof peak and where beams exit are sealed with spray foam.","The building is used for housing ranch guests, and is in fair condition but is relatively porous.","There was guano below the south side eves in multiple places.  There are trees relatively close the south side of the structure.",43.763742,-110.568726,700,1
"TX4C","Log walls with some chinking and some quarter rounds.  Standing seam roof.","There is some chinking missing, as well as some gaps between quarter rounds.  Some gaps are filled with newspaper, or other materials. There are some openings between eve boards, and gaps between the eves and the wall are sealed.  There is a veritcal gap between the flahing and the eves.  Multiple openings around the structure are patched with metal.  There is also a closed vent.  Openings around where beams exit the wall are sealed.","The building is used for housing ranch guests, and is in fair condition but is relatively porous.","There was no evidence of bat inhabitation.",43.763804,-110.568556,773,1
"TXBD","Log walls with quarter rounds and standing seam roof.","There are some gaps between logs and quarter rounds, as well as between the walls and the eves.  Most of the gaps between the wall and eves are sealed with spray foam.  There is a gap between the flashing and eves around the structure.  On the west side of the structure there is a hole in the wall that swallows have moved into.  There is also a woodpecker hole on the south wall.  Some holes in the structure are patched with metal and wood.  The logs on the east side of the structure have a shiplap design that makes the junctures between logs very tight.","The building is used for housing ranch guests, and is in fair condition but is relatively porous.               ","There is some guano on the south side eves.  There are trees relatively close to the south side of the structure.",43.763339,-110.569808,697,1
"TXBL","Log walls with quarter rounds and standing seam roof.","There are some gaps between logs and quarter rounds, as well as some holes in the structure.  Many of the holes are filled with spray foam.  Some holes are also patched with metal or wood.  There are some gaps between the eves and the wall.  There is a gap around the structure between the flashing and the eves.  There are some holes in the south side of the structure that are covered with screen.  ","The building is used for housing ranch guests, and is in fair condition but is relatively porous.               ","There is some guano on the south side eves.  There is also guano on the ceiling above the porch.  There are trees relatively close to the south side wall.",43.763253,-110.569961,702,1
"TXBO","Wood board walls with standing seam roof.","There are screened loovers on this structure.  In one corner under the porch, there is a small gap that may lead to the interior of the structure.  There is also a small gap between the flashing around the building and the eves.  Some cracks in the eves have been sealed.","The building is used as employee housing, and is in good condition.","There was no evidence of bat inhabitation.",43.76387,-110.564689,1144,1
"TXBR","Log walls with quarter rounds and standing seam roof.","There are some gaps between eve boards and logs.  There are also some holes where beams come out of the building, as well as an open vent.  There is also flashing that creates a vertical gap between it and the wall.","The building is inhabited, and is in good condition.","There was some guano on the porch, but a small amount.",43.764027,-110.567334,12,1
"TXBY","Log walls with quarter rounds, as well as wood boards.  Standing seam roof.","There are some gaps between logs, as well as between eve boards.  In multiple places where the eves and wall meet, there are holes that are patched with canvas.  Some of the canvas patches have holes in them.  A vent on the west side is closed off with a rag.  There are gaps around an exterior door to the attic.  ","The building is used for housing ranch guests, and is in fair condition but is relatively porous.               ","There is some guano on the south side eves.  There are trees relatively close to the south side of the structure.",43.763083,-110.570522,703,1
"TXCS","Wood board walls with standing seam roof.","There is a gap between the flashing and the wall.  There is also a woodpecker hole in a wall.  Some openings have been patched with metal.","The building is used for food storage, and is in relatively good condition.","There was no evidence of bat inhabitation.",43.763934,-110.568087,28,1
"TXDN","Wood board and log walls, with standing seam roof.","There is a gap between the flashing and the wall of the structure, creating a small gap.  There are also many holes around the structure, particularly between the eves and wall, that are sealed with spray foam.  The wall and roof do not connect in many places, creating a horizontal gap.  Gaps between logs generally have fiberglass insulation within them.  There are also vented loovers, and holes covered tightly by boards.","The building is inhabited, and in good condition.","There were bats roosting under the flashing on the east side of the structure.",43.763889,-110.566609,11,1
"TXEY","Log walls with standing seam roof.","There are screened loovers.  On eloover has missing slats and the screen has a hole in it.  Some logs have cracks in them from drying.","The building is used to house ranch guests, and is in good condition.","There was no evidence of bat inhabitation.",43.765019,-110.569521,3,1
"TXFB","Wood board walls with standing seam roof.","Many of the eve boards have partially fallen down, creating large gaps within the eves.","The building is a residential structure, and is in good condition.","There was no evidence of bat inhabitation.",43.763426,-110.564591,31,1
"TXFC","Log walls with standing seam roof.","There is a miniscule opening in a corner of the structure.  There are also gaps between the wall and the eves below the roof peak that have spray foam in them, but still leave a gap between the wall and the eves.  There is some flashing around the structure, and that creates a vertical gap.  There is also a hole in one corner that is patched with screen and spray foam.","The building is inhabited, and in good condition.","There was no evidence of bat inhabitation.",43.763974,-110.566982,689,1
"TXFN","Logs wall siwth quarter rounds and standing seam roof.","There are some small gaps between eve boards, as well as between logs.  Some gaps between the eves and walls are sealed with insulation.  There are also some wood patches on holes around the structure.  There is a gap around the structure between the flashing and the eves.  Some gaps between the wall and eves, or between logs are sealed with spray foam.  ","The building is used for housing ranch guests, and is in fair condition but is relatively porous.               ","There is some guano on the south side eves.  There is also some guano on the porch.  There are trees relatively close to the south side wall.",43.763152,-110.570279,777,1
"TXFS","Log and wood board walls with standing seam roof.","There are many openings between logs and boards.  Some are patched with metal.  There are also some small gaps between eve boards.  There is a vertical gap between the flashing and the wall.","The building is used for housing ranch guests, and is in fair condition but is relatively porous.","There was some guano on the south side eves.  There are trees relatively close to the south side of the structure.",43.763858,-110.568442,772,1
"TXGI","Log and wood boards walls with standing seam roof.","There are gaps around doors, in the eves, and in some areas of the wall.","The building is a retail area, and is in relatively good condition.","There was no evidence of bat inhabitation.",43.76445,-110.567827,704,1
"TXGO","Log walls with quarter rounds and standing seam roof.","There is a gap around the structure between the flashing and the eves.  There are also some gaps between logs and quarter rounds, some of which are sealed with spray foam.  There is also a woodpecker hole in a wall.  Some holes are patched with metal.  There are multiple holes drilled in the south wall that are covered with screen.","The building is used for housing ranch guests, and is in fair condition but is relatively porous.               ","There is guano on the south side eves.  There are trees relatively close to the south side wall.",43.763417,-110.569633,701,1
"TXGS","Wood boards with shingled roof.","There are many openings at board junctures, as well as above the door.","The building is in good condition, and used as a storage shed for tools.","There was no evidence of bat inhabitation.",43.763858,-110.566414,NA,1
"TXHO","Log walls with quarter rounds and standing seam roof.","There are many gaps between quarter rounds and logs, but most are sealed with fibergalss insulation.  There are also gaps between eve boards.  On the wast and west sides, there are three small holes.  The east side has two holes screened, but one is uncovered.","The building is used to house ranch guests, and is in fair condition but is very porous.","There is a fair amount of guano on the south side eves.  There are some trees relatively close to this side of the structure.",43.76388,-110.568354,771,1
"TXJU","","","Primary External Building Materials: Log walls with standing seam roof.","Openings in Building: There are screened loovers.  There are also some small gaps between log butt ends.",43.764907,-110.569312,2,1
"TXKA","Log walls with quarter rounds and chinking.  Standing seam roof.","There are some gaps between logs and quarter rounds.  There are also some gaps around where beams exit the walls.  Some gaps in the eves are sealed with insulation, however in one spot the insulation has fallen out.  There is a woodpecker hole in the wall.  There are vertical gaps between the flashing and wood trim boards.  There is a hole where a pipe enters that is sealed with insulation.","Building Condition: The building is used for housing ranch guests, and is in fair condition but is relatively porous.               ","There was some guano behind trim boards below the flashing.",43.763631,-110.569034,774,1
"TXLE","Log walls with quarter rounds as well as wood board walls.  Standing seam roof.","The entrance to the shed on the east side of the structure has no door.  There are also many openings in the walls and eves, and around doors.","The building is used for storage, and is in fair condition.","There was no evidence of bat inhabitation.",43.764572,-110.567371,19,1
"TXMA","Wood board walls with standing seam roof.","There are some holes in the structure that are patched with wood, metal, insulation, or caulk.  The eves have some gaps between boards.  Around the building, there are some holes that are not patched.  ","The building is used for housing ranch guests, and is in fair condition but is relatively porous.               ","There is some guano on the south side eves.  There is also some guano on porch  There are trees relatively close to the south side wall.",43.763219,-110.570127,23,1
"TXML","Log walls with quarter rounds, as well as wood board walls.  Standing seam roof.","There is a small gap in the eves running their full length on the north side of the structure.  There are also some gaps between the wall and chimney on the north side of the structure.  There are some gaps between eve boards around the structure, as well as gaps between quarter rounds and logs.  On the south side of the structure, there are multiple cracks in boards that may not lead to the interior of the structure.  There are also openings around the roof that are covered with a rubber material.  Some openings beneath the east roof are sealed off wth spray foam.  There are also openings where beams exit the wall.","The building is used as a retail area and restaurant, and is in relatively good condition.","There is guano beneath the west side of the north wall chimney, as well as below the eves on the sest side of the structure.  Both areas only have small quantities of guano.",43.764131,-110.568088,691,1
"TXMO","Log walls with quarter rounds, and standing seam roof.","There are some gaps between eve and porch ceiling boards, as well as between logs and quarter rounds.  One ve board has an unpatched hole in it.  There are also some openings in the building that are patched with metal or wood.  Some of the gaps between the wall and these patches are sealed with an insulation-like material.  ","The building is used to house ranch guests, and is in relatively good condition.","There was no evidence of bat inhabitation.",43.764766,-110.569119,339,1
"TXNE","Log walls with quarter rounds and standing seam roof.","There are some gaps between eve boards, as well as small gaps between logs.  There is also a hole in the wall in one of the corners of the structure.","The building is inhabited, and in relatively good condition.","There ws no evidence of bat inhabitation.",43.763978,-110.567655,693,1
"TXR1","Wood board walls with standing seam roof.","There are some openings between the standing seam and the top of the structure that do not lead to the interior.  There are also some metal grates in the eves for ventilation.","The building is inhabited, and in good condition.","There was no evidence of bat inhabitation.",43.763756,-110.566805,694,1
"TXRF","Log walls with quarter rounds and chinking, as well as wood board walls.  Standing seam roof.","There are some gaps in the walls, as well as in the eves (particularly below the roof peak, and around doors.","The building is used as an office space, and is in relatively good condition.","There was no evidence of bat inhabitation.",43.764595,-110.567608,706,1
"TXRO","Log walls with quarter rounds and standing seam roof.","There are some gaps between walls and quarter rounds, as well as gaps between eve boards.  Openings where the eves meet the wall are sealed with insulation.  There is a gap between the flashing and the eves.  Openings where beams exit the wall are sealed.  Some holes are sealed with metal patches.","The building is used for housing ranch guests, and is in fair condition but is relatively porous.               ","There was some guano on the west side eves.",43.763472,-110.569459,776,1
"TXRS","Wood board walls with standing seam roof.","The entire west side of the structure is open.","The building is used for raft storage, and is in good condition.","On the south side of the interior of the structure, there is some small mammal feces.  Most could be confirmed as rodent droppings, but older pellets in one part of the building were so dried that they could not be positively identified.",43.76377,-110.565911,1110,1
"TXTA","Log walls with quarter rounds and chinking.  Standing seam roof.","There are some gaps where the eves and wall meet.  Some of these are sealed off with various materials.  There are some gaps between eve boards.  There is also a vertical gap between the flahing and eves.  Some openings around the structure are patched with metal or screen.  Openings below the roof peak are sealed with spray foam.","Building Condition: The building is used for housing ranch guests, and is in fair condition but is relatively porous.               ","There is some guano on the south side eves.  There is also some guano below the flashing on the east side.  There are trees relatively close to the south side of the structure.",43.763534,-110.569238,775,1
"TXTJ","Log walls with standing seam roof.","Any openings between the eves and roof are sealed with foam.  There are metal grates in the eves for ventilation.  There is one vent that is not sealed, and may lead to the interior of the structure.  One eve pane has also partially flalen down, and there is a gap that leads to the space above the eves.  ","The building is a residential structure, and is in good condition.","There was no evidence of bat inhabitation.",43.763636,-110.565324,4,1
"TXWH","Log walls with quarter rounds, as well as wood boards below roof peaks.  Standing seam roof.","There are some small gaps between eve boards, as well as between logs and quarter rounds.  Some boards have cracks in them from drying.  There is a door to the attic that has a small gap around it.  There are screened loovers.  There are multiple holes in the wall around the structutre, and some are patched with metal.","The building is used to house ranch guests, and is in relatively good condition.","There was no evidence of bat inhabitation.",43.764489,-110.568478,20,1
"TXWS","Log walls with quarter rounds, as well as wood board walls.  Standing seam roof.","The majority of the south side of the structure is open.","The building is used for storage, and is in fair condition.","There was no evidence of bat inhabitation.",43.76471,-110.567014,16,1
